REGION	TIK	UIK	TIK.NAME	UIK.NAME	VOTERS	BALLOTS.ISSUED	BALLOTS.CAST	BALLOTS.INVALID	YES	YES.pct	NO	NO.pct
Город Санкт-Петербург	11	437	Территориальная избирательная комиссия №11	УИК №437	1803	1235	1233	13	901	73.07%	319	25.87%
Город Санкт-Петербург	11	438	Территориальная избирательная комиссия №11	УИК №438	2078	1373	1370	9	1070	78.10%	291	21.24%
Город Санкт-Петербург	11	439	Территориальная избирательная комиссия №11	УИК №439	2075	1373	1370	4	1002	73.14%	364	26.57%
Город Санкт-Петербург	11	440	Территориальная избирательная комиссия №11	УИК №440	3181	1896	1896	5	1297	68.41%	594	31.33%
Город Санкт-Петербург	11	441	Территориальная избирательная комиссия №11	УИК №441	2345	1488	1479	21	1098	74.24%	360	24.34%
Город Санкт-Петербург	11	442	Территориальная избирательная комиссия №11	УИК №442	1977	1452	1447	7	1229	84.93%	211	14.58%
Город Санкт-Петербург	11	443	Территориальная избирательная комиссия №11	УИК №443	2244	838	837	1	496	59.26%	340	40.62%
Город Санкт-Петербург	11	444	Территориальная избирательная комиссия №11	УИК №444	1656	1315	1134	2	818	72.13%	314	27.69%
Город Санкт-Петербург	11	445	Территориальная избирательная комиссия №11	УИК №445	2124	1713	1709	8	1341	78.47%	360	21.06%
Город Санкт-Петербург	11	446	Территориальная избирательная комиссия №11	УИК №446	1688	1358	1289	11	1078	83.63%	200	15.52%
Город Санкт-Петербург	11	447	Территориальная избирательная комиссия №11	УИК №447	2193	1878	1878	36	1626	86.58%	216	11.50%
Город Санкт-Петербург	11	448	Территориальная избирательная комиссия №11	УИК №448	2428	1960	1960	8	1646	83.98%	306	15.61%
Город Санкт-Петербург	11	449	Территориальная избирательная комиссия №11	УИК №449	2247	1784	1784	10	1252	70.18%	522	29.26%
Город Санкт-Петербург	11	450	Территориальная избирательная комиссия №11	УИК №450	2039	1540	1516	15	1127	74.34%	374	24.67%
Город Санкт-Петербург	11	451	Территориальная избирательная комиссия №11	УИК №451	1852	1358	1353	6	947	69.99%	400	29.56%
Город Санкт-Петербург	11	452	Территориальная избирательная комиссия №11	УИК №452	2417	1472	1467	18	1084	73.89%	365	24.88%
Город Санкт-Петербург	11	453	Территориальная избирательная комиссия №11	УИК №453	2925	2230	2230	5	1671	74.93%	554	24.84%
Город Санкт-Петербург	11	454	Территориальная избирательная комиссия №11	УИК №454	1678	1240	1238	0	1054	85.14%	184	14.86%
Город Санкт-Петербург	11	455	Территориальная избирательная комиссия №11	УИК №455	1961	1515	1515	8	1244	82.11%	263	17.36%
Город Санкт-Петербург	11	456	Территориальная избирательная комиссия №11	УИК №456	2310	1696	1690	2	1392	82.37%	296	17.51%
Город Санкт-Петербург	11	457	Территориальная избирательная комиссия №11	УИК №457	2087	1558	1558	1	1264	81.13%	293	18.81%
Город Санкт-Петербург	11	458	Территориальная избирательная комиссия №11	УИК №458	2447	1668	1658	11	1225	73.88%	422	25.45%
Город Санкт-Петербург	11	459	Территориальная избирательная комиссия №11	УИК №459	2330	1867	1858	21	1508	81.16%	329	17.71%
Город Санкт-Петербург	11	460	Территориальная избирательная комиссия №11	УИК №460	2136	1504	1504	13	1156	76.86%	335	22.27%
Город Санкт-Петербург	11	461	Территориальная избирательная комиссия №11	УИК №461	2406	1743	1743	12	1221	70.05%	510	29.26%
Город Санкт-Петербург	11	462	Территориальная избирательная комиссия №11	УИК №462	1794	1498	1455	5	966	66.39%	484	33.26%
Город Санкт-Петербург	11	463	Территориальная избирательная комиссия №11	УИК №463	2001	1766	1625	24	1415	87.08%	186	11.45%
Город Санкт-Петербург	11	464	Территориальная избирательная комиссия №11	УИК №464	2147	1801	1801	8	1400	77.73%	393	21.82%
Город Санкт-Петербург	11	465	Территориальная избирательная комиссия №11	УИК №465	1769	1578	1564	24	1152	73.66%	388	24.81%
Город Санкт-Петербург	11	466	Территориальная избирательная комиссия №11	УИК №466	2198	1647	1646	11	1259	76.49%	376	22.84%
Город Санкт-Петербург	11	467	Территориальная избирательная комиссия №11	УИК №467	1835	1470	1470	7	1022	69.52%	441	30.00%
